description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240126'],nmdc:bsm-11-4xv36j39,['biosample:SAMEA7723906'],"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Thermal.1.0.2",King27.Thermal.1.0.2
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297450'],nmdc:bsm-11-4xz7cg07,['biosample:SAMEA7724033'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s018",13114.thomas.19.s018
"Stony coral microbial communities from Gulf of Panama, Saboga, Panama",['gold:Gb0297361'],nmdc:bsm-11-4yff0387,['biosample:SAMEA7723555'],"Stony coral microbial communities from Gulf of Panama, Saboga, Panama - 13114.zaneveld.9.s006",13114.zaneveld.9.s006
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315945'],nmdc:bsm-11-50nvrc77,['biosample:SAMEA7723664'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s094",13114.mousseau.88.s094
"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean",['gold:Gb0239864'],nmdc:bsm-11-50w6ds24,['biosample:SAMEA7723944'],"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean - Rohwer84.arctic.glacier.soil.FJLH1",Rohwer84.arctic.glacier.soil.FJLH1
"Montane desert soil microbial communities from Puca Glacier, Peru",['gold:Gb0240003'],nmdc:bsm-11-51wfav91,['biosample:SAMEA7724271'],"Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.1",Schmidt56.soil.Peru.7.1
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315949'],nmdc:bsm-11-542be821,['biosample:SAMEA7723668'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s105",13114.mousseau.88.s105
"Fecal microbial communities from asian small-clawed otter in Atlanta Zoo, Georgia, USA",['gold:Gb0315895'],nmdc:bsm-11-54s3rc35,['biosample:SAMEA7723537'],"Fecal microbial communities from asian small-clawed otter in Atlanta Zoo, Georgia, USA - 13114.song.75.s002",13114.song.75.s002
"Fecal microbial communities from cassowary in Atlanta Zoo, Georgia, USA",['gold:Gb0315891'],nmdc:bsm-11-55e7py77,['biosample:SAMEA7723533'],"Fecal microbial communities from cassowary in Atlanta Zoo, Georgia, USA - 13114.song.53.s006",13114.song.53.s006
"Fecal microbial communities from ringtailed lemur in Atlanta Zoo, Georgia, USA",['gold:Gb0315871'],nmdc:bsm-11-55g32030,['biosample:SAMEA7723513'],"Fecal microbial communities from ringtailed lemur in Atlanta Zoo, Georgia, USA - 13114.song.51.s004",13114.song.51.s004
"Seawater microbial communities from Coral Bay, Australia",['gold:Gb0297471'],nmdc:bsm-11-56x1gd43,['biosample:SAMEA7724066'],"Seawater microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s021",13114.zaneveld.9.s021
"Pitcher plant fluid microbial communities from Bukit Timah Nature Reserve, Singapore",['gold:Gb0315729'],nmdc:bsm-11-5a46nv05,['biosample:SAMEA7723860'],"Pitcher plant fluid microbial communities from Bukit Timah Nature Reserve, Singapore - 13114.bittleston.68.s004",13114.bittleston.68.s004
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315658'],nmdc:bsm-11-5ayark12,['biosample:SAMEA7724322'],"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s001",13114.stegen.37.s001
"Coal microbial communities from mine in Illinois, USA",['gold:Gb0315450'],nmdc:bsm-11-5gj9kv68,['biosample:SAMEA7723546'],"Coal microbial communities from mine in Illinois, USA - 13114.tucker.58.s006",13114.tucker.58.s006
"Seawater microbial communities from English Channel, United Kingdom",['gold:Gb0297355'],nmdc:bsm-11-5h32je24,['biosample:SAMEA7723540'],"Seawater microbial communities from English Channel, United Kingdom - 13114.tait.77.s002",13114.tait.77.s002
"Cerumen microbial communities from stingless bee nest in Puerto Viejo, Costa Rica",['gold:Gb0315448'],nmdc:bsm-11-5ja0sq09,['biosample:SAMEA7723476'],"Cerumen microbial communities from stingless bee nest in Puerto Viejo, Costa Rica - 13114.pinto.63.s028",13114.pinto.63.s028
"Activated sludge microbial communities from Madison, Wisconsin, USA",['gold:Gb0315417'],nmdc:bsm-11-5jd2b969,['biosample:SAMEA7723443'],"Activated sludge microbial communities from Madison, Wisconsin, USA - 13114.mcmahon.21.s009",13114.mcmahon.21.s009
"Lichen microbial communities from Michigan, USA",['gold:Gb0315692'],nmdc:bsm-11-5jsxqr93,['biosample:SAMEA7723553'],"Lichen microbial communities from Michigan, USA - 13114.uren.82.s011",13114.uren.82.s011
"Fecal microbial communities from drill in Atlanta Zoo, Georgia, USA",['gold:Gb0315875'],nmdc:bsm-11-5jw9p947,['biosample:SAMEA7723517'],"Fecal microbial communities from drill in Atlanta Zoo, Georgia, USA - 13114.song.51.s015",13114.song.51.s015
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315819'],nmdc:bsm-11-5p41f286,['biosample:SAMEA7723707'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s029",13114.thomas.18.s029
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239925'],nmdc:bsm-11-5p55d563,['biosample:SAMEA7724304'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen17.12102015",
Banana cropland soil microbial communities from Singapore,['gold:Gb0239937'],nmdc:bsm-11-5pcpjc96,['biosample:SAMEA7724285'],Banana cropland soil microbial communities from Singapore - Seedorf71.BP3soil.28,
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315993'],nmdc:bsm-11-5phfn375,['biosample:SAMEA7724146'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s020",13114.mousseau.88.s020
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240120'],nmdc:bsm-11-5r2xyn20,['biosample:SAMEA7723903'],"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Forest.1.0.2",King27.Forest.1.0.2
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297485'],nmdc:bsm-11-5r30mj18,['biosample:SAMEA7724383'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s061",13114.thomas.19.s061
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297342'],nmdc:bsm-11-5sssee54,['biosample:SAMEA7723488'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s016",13114.rohwer.85.s016
"Fecal microbial communities from helmeted guineafowl in Zomba, Malawi",['gold:Gb0315867'],nmdc:bsm-11-5trzvb02,['biosample:SAMEA7723457'],"Fecal microbial communities from helmeted guineafowl in Zomba, Malawi - 13114.minich.76.s003",13114.minich.76.s003
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0240000'],nmdc:bsm-11-5wa43q32,['biosample:SAMEA7724268'],"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.camp1",Schmidt56.soil.Nepal.camp1
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315421'],nmdc:bsm-11-5wnvnw07,['biosample:SAMEA7723919'],"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s003",13114.mcmahon.21.s003
"Seawater microbial communities from North East Pacific Ocean, California, USA",['gold:Gb0297409'],nmdc:bsm-11-5xv7p049,['biosample:SAMEA7723943'],"Seawater microbial communities from North East Pacific Ocean, California, USA - 13114.palenik.42.s020",13114.palenik.42.s020
"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA",['gold:Gb0240071'],nmdc:bsm-11-5z9wf482,['biosample:SAMEA7724198'],"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA - Myrold5.soil.4.CHRA1",Myrold5.soil.4.CHRA1
"Fecal microbial communities from glass lizard in Atlanta Zoo, Georgia, USA",['gold:Gb0315972'],nmdc:bsm-11-6112pw75,['biosample:SAMEA7723987'],"Fecal microbial communities from glass lizard in Atlanta Zoo, Georgia, USA - 13114.song.52.s003",13114.song.52.s003
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315577'],nmdc:bsm-11-61feq524,['biosample:SAMEA7724368'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3C",13114.BLANK4.3C
"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA",['gold:Gb0315650'],nmdc:bsm-11-61qmpx90,['biosample:SAMEA7723505'],"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA - 13114.sandin.54.s011",13114.sandin.54.s011
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316013'],nmdc:bsm-11-62anmw82,['biosample:SAMEA7724166'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s062",13114.mousseau.88.s062
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316001'],nmdc:bsm-11-63ph9851,['biosample:SAMEA7724154'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s032",13114.mousseau.88.s032
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315851'],nmdc:bsm-11-63tzjx79,['biosample:SAMEA7724012'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s017",13114.thomas.18.s017
"Fecal microbial communities from sloth bear in National Zoo, Maryland, USA",['gold:Gb0315962'],nmdc:bsm-11-66c77129,['biosample:SAMEA7723977'],"Fecal microbial communities from sloth bear in National Zoo, Maryland, USA - 13114.song.51.s007",13114.song.51.s007
"Coal microbial communities from mine in West Virginia, USA",['gold:Gb0315454'],nmdc:bsm-11-66x7j573,['biosample:SAMEA7723735'],"Coal microbial communities from mine in West Virginia, USA - 13114.tucker.58.s001",13114.tucker.58.s001
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239964'],nmdc:bsm-11-67mbca64,['biosample:SAMEA7724118'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.12,MacRae3.soil.12
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239953'],nmdc:bsm-11-68nyxy83,['biosample:SAMEA7724107'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.1,MacRae3.soil.1
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315840'],nmdc:bsm-11-69qw4z81,['biosample:SAMEA7723728'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s051",13114.thomas.18.s051
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297335'],nmdc:bsm-11-6agnjn87,['biosample:SAMEA7723481'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s006",13114.rohwer.85.s006
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297445'],nmdc:bsm-11-6cjsn450,['biosample:SAMEA7724024'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s009",13114.thomas.19.s009
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297474'],nmdc:bsm-11-6cyhgr86,['biosample:SAMEA7724372'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s050",13114.thomas.19.s050
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315912'],nmdc:bsm-11-6ef2hv13,['biosample:SAMEA7723631'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s035",13114.mousseau.88.s035
"Oil palm plantation surface soil microbial communities from West Coast Park, Singapore",['gold:Gb0240018'],nmdc:bsm-11-6f7spm34,['biosample:SAMEA7724291'],"Oil palm plantation surface soil microbial communities from West Coast Park, Singapore - Seedorf71.P1soil.2",
"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA",['gold:Gb0240073'],nmdc:bsm-11-6fsabt12,['biosample:SAMEA7724200'],"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA - Myrold5.soil.6.CHRA3",Myrold5.soil.6.CHRA3
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315914'],nmdc:bsm-11-6kck4j28,['biosample:SAMEA7723633'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s037",13114.mousseau.88.s037
"Lake sediment microbial communities from Norfolk County, Massachusetts, USA",['gold:Gb0315762'],nmdc:bsm-11-6kwr5c04,['biosample:SAMEA7723603'],"Lake sediment microbial communities from Norfolk County, Massachusetts, USA - 13114.berry.2.s017",13114.berry.2.s017
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315985'],nmdc:bsm-11-6pqzr832,['biosample:SAMEA7724138'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s004",13114.mousseau.88.s004
"Seawater microbial communities from North East Pacific Ocean coastal waters of California, USA",['gold:Gb0297374'],nmdc:bsm-11-6ptnxv16,['biosample:SAMEA7723675'],"Seawater microbial communities from North East Pacific Ocean coastal waters of California, USA - 13114.palenik.42.s018",13114.palenik.42.s018
"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati",['gold:Gb0297427'],nmdc:bsm-11-6pvvym90,['biosample:SAMEA7723971'],"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s001",13114.smith.39.s001
"Pitcher plant fluid microbial communities from Baldwin County, Alabama, USA",['gold:Gb0315735'],nmdc:bsm-11-6qn0yc72,['biosample:SAMEA7723866'],"Pitcher plant fluid microbial communities from Baldwin County, Alabama, USA - 13114.bittleston.68.s010",13114.bittleston.68.s010
"Pitcher plant fluid microbial communities from Eglin Air Force Base, Florida, USA",['gold:Gb0315736'],nmdc:bsm-11-6qp0cj90,['biosample:SAMEA7723867'],"Pitcher plant fluid microbial communities from Eglin Air Force Base, Florida, USA - 13114.bittleston.68.s011",13114.bittleston.68.s011
"Sludge microbial communities from Ithaca, New York, USA",['gold:Gb0315440'],nmdc:bsm-11-6s6fsm65,['biosample:SAMEA7724099'],"Sludge microbial communities from Ithaca, New York, USA - 13114.angenent.65.s004",13114.angenent.65.s004
"Fish gut microbial communities from Kendall-Frost Mission Bay Marsh Reserve, CA, USA",['gold:Gb0315646'],nmdc:bsm-11-6wvmnx13,['biosample:SAMEA7723501'],"Fish gut microbial communities from Kendall-Frost Mission Bay Marsh Reserve, CA, USA - 13114.sandin.54.s005",13114.sandin.54.s005
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315850'],nmdc:bsm-11-6zvasb85,['biosample:SAMEA7724011'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s009",13114.thomas.18.s009
"Temperate coniferous forest soil microbial communities from Colorado, Boulder, USA",['gold:Gb0240059'],nmdc:bsm-11-6zyhx023,['biosample:SAMEA7723447'],"Temperate coniferous forest soil microbial communities from Colorado, Boulder, USA - Metcalf40.10141.F.CTRL.soil.T4.1",Metcalf40.10141.F.CTRL.soil.T4.1
"Sludge microbial communities from Ithaca, New York, USA",['gold:Gb0315441'],nmdc:bsm-11-70j51c73,['biosample:SAMEA7724100'],"Sludge microbial communities from Ithaca, New York, USA - 13114.angenent.65.s008",13114.angenent.65.s008
"Seawater microbial communities from North East Pacific Ocean, California, USA",['gold:Gb0297406'],nmdc:bsm-11-70jtfq47,['biosample:SAMEA7723940'],"Seawater microbial communities from North East Pacific Ocean, California, USA - 13114.palenik.42.s015",13114.palenik.42.s015
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316005'],nmdc:bsm-11-70zykv93,['biosample:SAMEA7724158'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s039",13114.mousseau.88.s039
Oil palm plantation surface soil microbial communities from Singapore,['gold:Gb0240016'],nmdc:bsm-11-72f2yc02,['biosample:SAMEA7724295'],Oil palm plantation surface soil microbial communities from Singapore - Seedorf71.PP2soil.10,
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297444'],nmdc:bsm-11-741zqe28,['biosample:SAMEA7724023'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s008",13114.thomas.19.s008
