description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name,lcms_name,submitter_id,lcms_extraction_protocol
"Fish gut microbial communities from La Jolla Cove, CA, USA",['gold:Gb0315648'],nmdc:bsm-11-47n1jc77,SAMEA7723503,"Fish gut microbial communities from La Jolla Cove, CA, USA - 13114.sandin.54.s008",13114.sandin.54.s008,5B9_3_9_sandin-54-s008-a04,qiita_sid_13114:13114.sandin.54.s008,Bulk_201901_UCSD
"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean",['gold:Gb0239928'],nmdc:bsm-11-48fce216,SAMEA7723945,"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean - Rohwer84.arctic.glacier.soil.FJLH2",Rohwer84.arctic.glacier.soil.FJLH2,,qiita_sid_13114:13114.rohwer.84.s002,
"Sponge tissue microbial communities from Bare Island, Botany Bay, New South Wales, Australia",['gold:Gb0315849'],nmdc:bsm-11-48mv5084,SAMEA7724010,"Sponge tissue microbial communities from Bare Island, Botany Bay, New South Wales, Australia - 13114.thomas.18.s007",13114.thomas.18.s007,,qiita_sid_13114:13114.thomas.18.s007,
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240040'],nmdc:bsm-11-48q3sx90,SAMEA7724336,"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.44m",,,qiita_sid_13114:13114.stegen.38.s005,
"Lake sediment microbial communities from Hampden County, Massachusetts, USA",['gold:Gb0315745'],nmdc:bsm-11-499zaf45,SAMEA7723392,"Lake sediment microbial communities from Hampden County, Massachusetts, USA - 13114.berry.2.s004",13114.berry.2.s004,1C7_1_41_berry-2-s004-a04,qiita_sid_13114:13114.berry.2.s004,Bulk_201901_UCSD
"Fecal microbial communities from ostrich in Atlanta Zoo, Georgia, USA",['gold:Gb0315889'],nmdc:bsm-11-49rak140,SAMEA7723531,"Fecal microbial communities from ostrich in Atlanta Zoo, Georgia, USA - 13114.song.53.s004",13114.song.53.s004,7C7_8_27_song-53-s004-a04,qiita_sid_13114:13114.song.53.s004,Swabs_201901_UCSD
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240122'],nmdc:bsm-11-4b8h0j70,SAMEA7723905,"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Forest.2.0.2",,,qiita_sid_13114:13114.king.27.s012,
"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA",['gold:Gb0240068'],nmdc:bsm-11-4c975136,SAMEA7724195,"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA - Myrold5.soil.1.CHDF1",Myrold5.soil.1.CHDF1,,qiita_sid_13114:13114.myrold.5.s001,
"Zompopas fungus garden microbial communities from Carara National Park, Costa Rica",['gold:Gb0315674'],nmdc:bsm-11-4ce6q586,SAMEA7723468,"Zompopas fungus garden microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s015",13114.pinto.63.s015,4A6_2_29_pinto-63-s015-a03,qiita_sid_13114:13114.pinto.63.s015,Bulk_201901_UCSD
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239995'],nmdc:bsm-11-4e8mpm31,SAMEA7724263,"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.7",Schmidt56.soil.Nepal.7,,qiita_sid_13114:13114.schmidt.56.s007,Bulk_Seed_PNNL
"Stingless bee garbage pellet microbial communities from Puerto Viejo, Costa Rica",['gold:Gb0315686'],nmdc:bsm-11-4ga0zr42,SAMEA7723680,"Stingless bee garbage pellet microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s025",13114.pinto.63.s025,4A10_2_46_pinto-63-s025-a04,qiita_sid_13114:13114.pinto.63.s025,Bulk_201901_UCSD
"Seawater microbial communities from North East Pacific Ocean, California, USA",['gold:Gb0297403'],nmdc:bsm-11-4jxw8910,SAMEA7723937,"Seawater microbial communities from North East Pacific Ocean, California, USA - 13114.palenik.42.s012",13114.palenik.42.s012,,qiita_sid_13114:13114.palenik.42.s012,
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239974'],nmdc:bsm-11-4m7s4a41,SAMEA7724243,"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.10.SO1.9",RoyChowdhury45.soil.10.SO1.9,,qiita_sid_13114:13114.roy.chowdhury.45.s010,
"Montane desert soil microbial communities from Puca Glacier, Peru",['gold:Gb0240009'],nmdc:bsm-11-4p297711,SAMEA7724277,"Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.25.3",Schmidt56.soil.Peru.25.3,,qiita_sid_13114:13114.schmidt.56.s021,Bulk_Seed_PNNL
Desert gravel field soil microbial communities from Namibia,['gold:Gb0239944'],nmdc:bsm-11-4ps4sv81,SAMEA7724122,Desert gravel field soil microbial communities from Namibia - Makhalanyane46.TGP7,Makhalanyane46.TGP7,,qiita_sid_13114:13114.makhalanyane.46.s004,Bulk_Seed_PNNL
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315996'],nmdc:bsm-11-4ptbp825,SAMEA7724149,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s024",13114.mousseau.88.s024,,qiita_sid_13114:13114.mousseau.88.s024,Bulk_201901_UCSD
"Fecal microbial communities from aldabra giant tortoise in Atlanta Zoo, Georgia, USA",['gold:Gb0315971'],nmdc:bsm-11-4qp1b648,SAMEA7723986,"Fecal microbial communities from aldabra giant tortoise in Atlanta Zoo, Georgia, USA - 13114.song.52.s002",13114.song.52.s002,,qiita_sid_13114:13114.song.52.s002,
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297453'],nmdc:bsm-11-4qv53941,SAMEA7724036,"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s021",13114.thomas.19.s021,,qiita_sid_13114:13114.thomas.19.s021,
"Fish gut microbial communities from Santa Catalina Island, CA, USA",['gold:Gb0315644'],nmdc:bsm-11-4r1qkv30,SAMEA7723499,"Fish gut microbial communities from Santa Catalina Island, CA, USA - 13114.sandin.54.s003",13114.sandin.54.s003,5D7_3_76_sandin-54-s003-a04,qiita_sid_13114:13114.sandin.54.s003,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316011'],nmdc:bsm-11-4s4cbb56,SAMEA7724164,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s059",13114.mousseau.88.s059,,qiita_sid_13114:13114.mousseau.88.s059,Bulk_201901_UCSD
"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA",['gold:Gb0297318'],nmdc:bsm-11-4tsrqa19,SAMEA7723404,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s012",13114.bowen.74.s012,1G3_2_73_bowen-74-s012-a04,qiita_sid_13114:13114.bowen.74.s012,Bulk_201901_UCSD
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240126'],nmdc:bsm-11-4xv36j39,SAMEA7723906,"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Thermal.1.0.2",King27.Thermal.1.0.2,,qiita_sid_13114:13114.king.27.s016,
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297450'],nmdc:bsm-11-4xz7cg07,SAMEA7724033,"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s018",13114.thomas.19.s018,,qiita_sid_13114:13114.thomas.19.s018,
"Stony coral microbial communities from Gulf of Panama, Saboga, Panama",['gold:Gb0297361'],nmdc:bsm-11-4yff0387,SAMEA7723555,"Stony coral microbial communities from Gulf of Panama, Saboga, Panama - 13114.zaneveld.9.s006",13114.zaneveld.9.s006,4G10_7_34_zaneveld-9-s006-a03,qiita_sid_13114:13114.zaneveld.9.s006,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315945'],nmdc:bsm-11-50nvrc77,SAMEA7723664,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s094",13114.mousseau.88.s094,6B12_5_11_mousseau-88-s094-a02,qiita_sid_13114:13114.mousseau.88.s094,Bulk_201901_UCSD
"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean",['gold:Gb0239864'],nmdc:bsm-11-50w6ds24,SAMEA7723944,"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean - Rohwer84.arctic.glacier.soil.FJLH1",Rohwer84.arctic.glacier.soil.FJLH1,,qiita_sid_13114:13114.rohwer.84.s001,
"Montane desert soil microbial communities from Puca Glacier, Peru",['gold:Gb0240003'],nmdc:bsm-11-51wfav91,SAMEA7724271,"Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.1",Schmidt56.soil.Peru.7.1,,qiita_sid_13114:13114.schmidt.56.s015,Bulk_Seed_PNNL
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315949'],nmdc:bsm-11-542be821,SAMEA7723668,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s105",13114.mousseau.88.s105,6D1_5_27_mousseau-88-s105-a02,qiita_sid_13114:13114.mousseau.88.s105,Bulk_201901_UCSD
"Fecal microbial communities from asian small-clawed otter in Atlanta Zoo, Georgia, USA",['gold:Gb0315895'],nmdc:bsm-11-54s3rc35,SAMEA7723537,"Fecal microbial communities from asian small-clawed otter in Atlanta Zoo, Georgia, USA - 13114.song.75.s002",13114.song.75.s002,7D1_8_32_song-75-s002-a04,qiita_sid_13114:13114.song.75.s002,Swabs_201901_UCSD
"Fecal microbial communities from cassowary in Atlanta Zoo, Georgia, USA",['gold:Gb0315891'],nmdc:bsm-11-55e7py77,SAMEA7723533,"Fecal microbial communities from cassowary in Atlanta Zoo, Georgia, USA - 13114.song.53.s006",13114.song.53.s006,7D8_8_38_song-53-s006-a04,qiita_sid_13114:13114.song.53.s006,Swabs_201901_UCSD
"Fecal microbial communities from ringtailed lemur in Atlanta Zoo, Georgia, USA",['gold:Gb0315871'],nmdc:bsm-11-55g32030,SAMEA7723513,"Fecal microbial communities from ringtailed lemur in Atlanta Zoo, Georgia, USA - 13114.song.51.s004",13114.song.51.s004,7H10_8_80_song-51-s004-a04,qiita_sid_13114:13114.song.51.s004,Swabs_201901_UCSD
"Seawater microbial communities from Coral Bay, Australia",['gold:Gb0297471'],nmdc:bsm-11-56x1gd43,SAMEA7724066,"Seawater microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s021",13114.zaneveld.9.s021,,qiita_sid_13114:13114.zaneveld.9.s021,
"Pitcher plant fluid microbial communities from Bukit Timah Nature Reserve, Singapore",['gold:Gb0315729'],nmdc:bsm-11-5a46nv05,SAMEA7723860,"Pitcher plant fluid microbial communities from Bukit Timah Nature Reserve, Singapore - 13114.bittleston.68.s004",13114.bittleston.68.s004,,qiita_sid_13114:13114.bittleston.68.s004,
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315658'],nmdc:bsm-11-5ayark12,SAMEA7724322,"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s001",13114.stegen.37.s001,,qiita_sid_13114:13114.stegen.37.s001,
"Coal microbial communities from mine in Illinois, USA",['gold:Gb0315450'],nmdc:bsm-11-5gj9kv68,SAMEA7723546,"Coal microbial communities from mine in Illinois, USA - 13114.tucker.58.s006",13114.tucker.58.s006,3A10_6_6_tucker-58-s006-a03,qiita_sid_13114:13114.tucker.58.s006,Filter_201901_UCSD
"Seawater microbial communities from English Channel, United Kingdom",['gold:Gb0297355'],nmdc:bsm-11-5h32je24,SAMEA7723540,"Seawater microbial communities from English Channel, United Kingdom - 13114.tait.77.s002",13114.tait.77.s002,3D9_6_38_tait-77-s002-a03,qiita_sid_13114:13114.tait.77.s002,Filter_201901_UCSD
"Cerumen microbial communities from stingless bee nest in Puerto Viejo, Costa Rica",['gold:Gb0315448'],nmdc:bsm-11-5ja0sq09,SAMEA7723476,"Cerumen microbial communities from stingless bee nest in Puerto Viejo, Costa Rica - 13114.pinto.63.s028",13114.pinto.63.s028,4A8_2_41_pinto-63-s028-a03,qiita_sid_13114:13114.pinto.63.s028,Bulk_201901_UCSD
"Activated sludge microbial communities from Madison, Wisconsin, USA",['gold:Gb0315417'],nmdc:bsm-11-5jd2b969,SAMEA7723443,"Activated sludge microbial communities from Madison, Wisconsin, USA - 13114.mcmahon.21.s009",13114.mcmahon.21.s009,3A3_3_73_mcmahon-21-s009-a03,qiita_sid_13114:13114.mcmahon.21.s009,Bulk_201901_UCSD
"Lichen microbial communities from Michigan, USA",['gold:Gb0315692'],nmdc:bsm-11-5jsxqr93,SAMEA7723553,"Lichen microbial communities from Michigan, USA - 13114.uren.82.s011",13114.uren.82.s011,3F12_2_49_uren-82-s011-a04,qiita_sid_13114:13114.uren.82.s011,Filter_201901_UCSD
"Fecal microbial communities from drill in Atlanta Zoo, Georgia, USA",['gold:Gb0315875'],nmdc:bsm-11-5jw9p947,SAMEA7723517,"Fecal microbial communities from drill in Atlanta Zoo, Georgia, USA - 13114.song.51.s015",13114.song.51.s015,7C11_8_30_song-51-s015-a04,qiita_sid_13114:13114.song.51.s015,Swabs_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315819'],nmdc:bsm-11-5p41f286,SAMEA7723707,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s029",13114.thomas.18.s029,4H1_7_37_thomas-18-s029-a04,qiita_sid_13114:13114.thomas.18.s029,Bulk_201901_UCSD
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239925'],nmdc:bsm-11-5p55d563,SAMEA7724304,"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen17.12102015",,,qiita_sid_13114:13114.shade.23.s008,Bulk_Seed_PNNL
Banana cropland soil microbial communities from Singapore,['gold:Gb0239937'],nmdc:bsm-11-5pcpjc96,SAMEA7724285,Banana cropland soil microbial communities from Singapore - Seedorf71.BP3soil.28,,,qiita_sid_13114:13114.seedorf.71.s003,Bulk_Seed_PNNL
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315993'],nmdc:bsm-11-5phfn375,SAMEA7724146,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s020",13114.mousseau.88.s020,,qiita_sid_13114:13114.mousseau.88.s020,
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240120'],nmdc:bsm-11-5r2xyn20,SAMEA7723903,"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Forest.1.0.2",King27.Forest.1.0.2,,qiita_sid_13114:13114.king.27.s010,
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297485'],nmdc:bsm-11-5r30mj18,SAMEA7724383,"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s061",13114.thomas.19.s061,,qiita_sid_13114:13114.thomas.19.s061,
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297342'],nmdc:bsm-11-5sssee54,SAMEA7723488,"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s016",13114.rohwer.85.s016,2D9_4_73_rohwer-85-s016-a03,qiita_sid_13114:13114.rohwer.85.s016,Bulk_201901_UCSD
"Fecal microbial communities from helmeted guineafowl in Zomba, Malawi",['gold:Gb0315867'],nmdc:bsm-11-5trzvb02,SAMEA7723457,"Fecal microbial communities from helmeted guineafowl in Zomba, Malawi - 13114.minich.76.s003",13114.minich.76.s003,5A7_2_26_minich-76-s003-a04,qiita_sid_13114:13114.minich.76.s003,Bulk_201901_UCSD
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0240000'],nmdc:bsm-11-5wa43q32,SAMEA7724268,"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.camp1",Schmidt56.soil.Nepal.camp1,,qiita_sid_13114:13114.schmidt.56.s012,Bulk_Seed_PNNL
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315421'],nmdc:bsm-11-5wnvnw07,SAMEA7723919,"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s003",13114.mcmahon.21.s003,,qiita_sid_13114:13114.mcmahon.21.s003,
"Seawater microbial communities from North East Pacific Ocean, California, USA",['gold:Gb0297409'],nmdc:bsm-11-5xv7p049,SAMEA7723943,"Seawater microbial communities from North East Pacific Ocean, California, USA - 13114.palenik.42.s020",13114.palenik.42.s020,,qiita_sid_13114:13114.palenik.42.s020,
"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA",['gold:Gb0240071'],nmdc:bsm-11-5z9wf482,SAMEA7724198,"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA - Myrold5.soil.4.CHRA1",Myrold5.soil.4.CHRA1,,qiita_sid_13114:13114.myrold.5.s004,
"Fecal microbial communities from glass lizard in Atlanta Zoo, Georgia, USA",['gold:Gb0315972'],nmdc:bsm-11-6112pw75,SAMEA7723987,"Fecal microbial communities from glass lizard in Atlanta Zoo, Georgia, USA - 13114.song.52.s003",13114.song.52.s003,,qiita_sid_13114:13114.song.52.s003,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315577'],nmdc:bsm-11-61feq524,SAMEA7724368,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3C",13114.BLANK4.3C,,qiita_sid_13114:13114.BLANK4.3C,
"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA",['gold:Gb0315650'],nmdc:bsm-11-61qmpx90,SAMEA7723505,"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA - 13114.sandin.54.s011",13114.sandin.54.s011,5D3_3_68_sandin-54-s011-a04,qiita_sid_13114:13114.sandin.54.s011,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316013'],nmdc:bsm-11-62anmw82,SAMEA7724166,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s062",13114.mousseau.88.s062,,qiita_sid_13114:13114.mousseau.88.s062,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316001'],nmdc:bsm-11-63ph9851,SAMEA7724154,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s032",13114.mousseau.88.s032,,qiita_sid_13114:13114.mousseau.88.s032,Bulk_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315851'],nmdc:bsm-11-63tzjx79,SAMEA7724012,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s017",13114.thomas.18.s017,,qiita_sid_13114:13114.thomas.18.s017,
"Fecal microbial communities from sloth bear in National Zoo, Maryland, USA",['gold:Gb0315962'],nmdc:bsm-11-66c77129,SAMEA7723977,"Fecal microbial communities from sloth bear in National Zoo, Maryland, USA - 13114.song.51.s007",13114.song.51.s007,,qiita_sid_13114:13114.song.51.s007,
"Coal microbial communities from mine in West Virginia, USA",['gold:Gb0315454'],nmdc:bsm-11-66x7j573,SAMEA7723735,"Coal microbial communities from mine in West Virginia, USA - 13114.tucker.58.s001",13114.tucker.58.s001,3C2_6_20_tucker-58-s001-a04,qiita_sid_13114:13114.tucker.58.s001,Filter_201901_UCSD
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239964'],nmdc:bsm-11-67mbca64,SAMEA7724118,Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.12,MacRae3.soil.12,,qiita_sid_13114:13114.macrae.crerar.3.s012,Bulk_Seed_PNNL
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239953'],nmdc:bsm-11-68nyxy83,SAMEA7724107,Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.1,MacRae3.soil.1,,qiita_sid_13114:13114.macrae.crerar.3.s001,Bulk_Seed_PNNL
